condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
role,system,195,Public sports are useful but sometimes inconvenient but more cheaper . You can get to know new people and different cultures .,9,11,R:ORTH,cheaper.,REQUIRED
role,system,195,Public sports are useful but sometimes inconvenient but more cheaper . You can get to know new people and different cultures .,20,22,R:ORTH,cultures.,REQUIRED
role,system,196,The guide decided to go with Max to the see the puma for himself .,8,9,U:DET,,REQUIRED
role,system,196,The guide decided to go with Max to the see the puma for himself .,13,15,R:ORTH,himself.,REQUIRED
role,system,197,"In addition to this , people are working in very stressful workplaces and they want to leave from this condition in holidays .",3,5,R:ORTH,"this,",REQUIRED
role,system,197,"In addition to this , people are working in very stressful workplaces and they want to leave from this condition in holidays .",17,18,U:PREP,,REQUIRED
role,system,197,"In addition to this , people are working in very stressful workplaces and they want to leave from this condition in holidays .",20,21,R:PREP,during,REQUIRED
role,system,197,"In addition to this , people are working in very stressful workplaces and they want to leave from this condition in holidays .",21,23,R:ORTH,holidays.,REQUIRED
role,system,198,The limitation of this solution is the public may not satisfied with this size of soft drinks .,10,10,M:VERB,be,REQUIRED
role,system,198,The limitation of this solution is the public may not satisfied with this size of soft drinks .,16,18,R:ORTH,drinks.,REQUIRED
role,system,199,To make life easier . People always want to make better their life .,3,4,R:OTHER,"easier,",REQUIRED
role,system,199,To make life easier . People always want to make better their life .,4,6,U:PUNCT,people,REQUIRED
role,system,199,To make life easier . People always want to make better their life .,10,11,U:ADJ,,REQUIRED
role,system,199,To make life easier . People always want to make better their life .,13,14,R:OTHER,better.,REQUIRED
role,system,200,"In my opinion , it is not true .",2,4,R:ORTH,"opinion,",REQUIRED
role,system,200,"In my opinion , it is not true .",7,9,R:ORTH,true.,REQUIRED
role,system,201,I hope if I can living with him in the same place .,2,3,U:PREP,,REQUIRED
role,system,201,I hope if I can living with him in the same place .,5,6,R:VERB:FORM,live,REQUIRED
role,system,201,I hope if I can living with him in the same place .,11,13,R:ORTH,place.,REQUIRED
role,system,202,"What""s more , the notes will also be printed onb security issues .",0,1,R:OTHER,What's,REQUIRED
role,system,202,"What""s more , the notes will also be printed onb security issues .",1,3,R:ORTH,"more,",REQUIRED
role,system,202,"What""s more , the notes will also be printed onb security issues .",9,10,R:SPELL,on,REQUIRED
role,system,202,"What""s more , the notes will also be printed onb security issues .",11,13,R:ORTH,issues.,REQUIRED
role,system,203,That what was happened with me personally .,1,1,M:VERB,is,REQUIRED
role,system,203,That what was happened with me personally .,2,3,U:VERB:TENSE,,REQUIRED
role,system,203,That what was happened with me personally .,4,5,R:PREP,to,REQUIRED
role,system,203,That what was happened with me personally .,6,8,R:ORTH,personally.,REQUIRED
role,system,204,Cars Symbolize wealth .,1,4,R:ORTH,symbolize wealth.,REQUIRED
role,system,205,As well as being a great way to stay fit basketball can help you to make new friends and make you a good team player .,9,10,R:ADJ,"fit,",REQUIRED
role,system,205,As well as being a great way to stay fit basketball can help you to make new friends and make you a good team player .,14,15,U:VERB:FORM,,REQUIRED
role,system,205,As well as being a great way to stay fit basketball can help you to make new friends and make you a good team player .,24,26,R:ORTH,player.,REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",5,5,M:PRON,it,REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",17,18,R:NOUN:NUM,work,REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",18,19,R:VERB:TENSE,is made,REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",27,29,R:ORTH,"objects,",REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",51,53,R:ORTH,"history,",REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",53,54,R:SPELL,the,REQUIRED
role,system,206,"I choose the wheel because is the most useful invention ever because thanks to it the human works make easier by example a way to move heavy objects , compared to some of the fancy gadgets that we have today the wheel was invented at a relatively late point of human history , he oldest known wheel found in an archaeological excavation is from Mesopotamia .",64,66,R:ORTH,Mesopotamia.,REQUIRED
role,system,207,When you read a book you ca n't stop to read it,4,5,R:NOUN,"book,",REQUIRED
role,system,207,When you read a book you ca n't stop to read it,6,8,R:ORTH,can't,REQUIRED
role,system,207,When you read a book you ca n't stop to read it,9,11,R:VERB:FORM,reading,REQUIRED
role,system,207,When you read a book you ca n't stop to read it,11,12,R:OTHER,it.,REQUIRED
role,system,208,Right now I 'm actually in a riding course every Sunday .,2,4,R:ORTH,I'm,REQUIRED
role,system,208,Right now I 'm actually in a riding course every Sunday .,10,12,R:ORTH,Sunday.,REQUIRED
role,system,209,"As I enjoy cooking , I 'm suitable also for the work in the kitchens .",3,5,R:ORTH,"cooking,",REQUIRED
role,system,209,"As I enjoy cooking , I 'm suitable also for the work in the kitchens .",5,7,R:OTHER,I’m,REQUIRED
role,system,209,"As I enjoy cooking , I 'm suitable also for the work in the kitchens .",7,9,R:WO,also suitable,REQUIRED
role,system,209,"As I enjoy cooking , I 'm suitable also for the work in the kitchens .",14,16,R:ORTH,kitchens.,REQUIRED
role,system,210,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,3,4,R:SPELL,attacks,REQUIRED
role,system,210,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,4,5,R:VERB:SVA,was,REQUIRED
role,system,210,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,8,9,R:VERB:FORM,stepped,REQUIRED
role,system,210,Security against terrorism atacks were promised to be step up but policemen are not seen in the streets and neither are security cameras .,22,24,R:ORTH,cameras.,REQUIRED
role,system,211,"If you must come a long way , then you 'll probably opt for travelling by plane ...",6,8,R:ORTH,"way,",REQUIRED
role,system,211,"If you must come a long way , then you 'll probably opt for travelling by plane ...",9,11,R:ORTH,you'll,REQUIRED
role,system,211,"If you must come a long way , then you 'll probably opt for travelling by plane ...",14,15,R:VERB:FORM,traveling,REQUIRED
role,system,211,"If you must come a long way , then you 'll probably opt for travelling by plane ...",16,18,R:ORTH,plane...,REQUIRED
role,system,212,Football is indeed a union .,4,6,R:ORTH,union.,REQUIRED
role,system,213,"As you asked me , I rather sailing on the river than climbling a wall because I want to connect with nature .",3,5,R:ORTH,"me,",REQUIRED
role,system,213,"As you asked me , I rather sailing on the river than climbling a wall because I want to connect with nature .",6,6,M:VERB:TENSE,would,REQUIRED
role,system,213,"As you asked me , I rather sailing on the river than climbling a wall because I want to connect with nature .",7,8,R:VERB:FORM,sail,REQUIRED
role,system,213,"As you asked me , I rather sailing on the river than climbling a wall because I want to connect with nature .",12,13,R:SPELL,climb,REQUIRED
role,system,213,"As you asked me , I rather sailing on the river than climbling a wall because I want to connect with nature .",21,23,R:ORTH,nature.,REQUIRED
role,system,214,Selene Porras .,1,3,R:ORTH,Porras.,REQUIRED
role,system,215,There are almost no contraindications to practise this sport so almost everybody in the town has the opportunity to try it at least once .,6,7,R:MORPH,practice,REQUIRED
